4.635203478898443427e+04,1.654444149508069677e+04,-1.044228734225693734e+04,6.345720365694748580e+03,-4.751269299745388707e+03,-9.304148112476299502e+03,1.085103926430808860e+04,8.804301073495893434e+03,-1.196529379553556646e+04,-3.817709819328471781e+02,2.315437250288740415e+03,8.405654136610994101e+03,8.721132035950004138e+03,-2.787825813808349267e+03,1.822782082197049749e+04,-2.657265446742585482e+03,-9.919725960386515453e+02,1.668613182313187644e+04,2.148804948906297432e+04,-6.724990270727085772e+03
4.332697004468482919e+04,1.619387658101268607e+04,-7.728461233668354907e+03,3.580468779656321203e+03,-3.202549759382947286e+03,-8.103473490824426335e+03,9.936414484406568590e+03,7.141207731232176229e+03,-1.182665858986909370e+04,-1.154151504180293614e+03,6.320921359135304556e+02,6.922195428746486868e+03,8.222757408027682686e+03,-3.374808098746397718e+03,1.589125326946534551e+04,6.999617525868172834e+02,1.840756717909218025e+02,1.629640258506023747e+04,1.743223528204817194e+04,-6.501368556348945276e+03
4.534812199539096036e+04,1.598920627058354512e+04,-1.039076286692455869e+04,7.566232114546640332e+03,-4.314688184355522026e+03,-8.046387022803881337e+03,7.833153960688271582e+03,9.137079623085177445e+03,-9.704838153275479272e+03,-7.969509916113696590e+02,1.851674688583095531e+03,9.221358061717910459e+03,8.943689807934317287e+03,-4.855227477251893106e+03,1.699832615940501637e+04,-1.684742232658239345e+03,-1.028265992922618352e+03,1.557323858476758505e+04,2.205946538193009837e+04,-6.262980462162519871e+03
4.571556227073860646e+04,1.901783815259782205e+04,-9.311012379739351672e+03,6.370319514927115961e+03,-4.505234044540554351e+03,-7.939726834275153124e+03,9.086460091608721996e+03,7.510241956396584101e+03,-1.083907446300918491e+04,-1.287384043060051681e+03,1.285837242300656953e+03,9.347306106939686288e+03,9.669113807630958036e+03,-4.121640632925168575e+03,1.729537046962803288e+04,-7.891850708257652514e+02,-1.004499143423919236e+03,1.591521381090432442e+04,2.152171541658026763e+04,-5.914649614571566417e+03
4.552529049669867527e+04,1.798761460840861037e+04,-9.299572835461231080e+03,5.226036100508105847e+03,-3.833144261340423782e+03,-9.509775634331621404e+03,9.860676549420843003e+03,7.999898927431921948e+03,-1.050410831998430695e+04,-1.874116750083473789e+03,7.989301762795364539e+02,1.166360439695919558e+04,9.561778216906330272e+03,-5.818377723818292907e+03,1.853506164667551275e+04,-1.924835596714267695e+03,-9.009321850052581340e+02,1.572899885855823049e+04,2.080329459806573504e+04,-7.548114037322978220e+03
4.616309884214000340e+04,1.944026641603741518e+04,-8.762844225913191622e+03,5.758107768512914845e+03,-4.592345429122023234e+03,-7.261769124493078380e+03,9.839144344812148120e+03,7.868671105947463730e+03,-1.099098031552381508e+04,-9.259202025368091427e+02,1.422700992391796945e+03,1.043261417084258937e+04,9.655391898949026654e+03,-5.803037386491076177e+03,1.782220302293084751e+04,-7.446957015641293083e+02,-7.611218110641569865e+02,1.590542891152352058e+04,2.097685616833480526e+04,-6.343871281808877029e+03
4.498527993403724395e+04,1.760545692034877720e+04,-9.766845245440108556e+03,7.457847732994133366e+03,-4.807635281547428349e+03,-7.838157906835190261e+03,8.580260582899305518e+03,8.211881159786673379e+03,-9.945378143053008898e+03,-5.930678819001716420e+02,2.753474690807343904e+03,9.013876498765783253e+03,8.904156837726612139e+03,-3.355886386501608740e+03,1.778958582231285618e+04,-1.466354939330193247e+03,-1.416469285692323410e+03,1.535378664010567263e+04,2.139479296850759420e+04,-6.693523311085625210e+03
4.554411590384571900e+04,1.613242041213949415e+04,-1.163759786147610976e+04,9.401439666584117731e+03,-5.477389829644081146e+03,-9.300530308777882965e+03,8.212812578417460827e+03,9.603752230283393146e+03,-1.050146517611232593e+04,7.510254423577507623e+02,4.021325174221186444e+03,7.973121985090697308e+03,8.871763870754874006e+03,-1.091703680361811166e+03,1.873093727176737593e+04,-3.441981417532507749e+03,-2.371300260661305856e+03,1.682541758282995943e+04,2.305665086515932853e+04,-6.713071092232641604e+03
4.507008476048125885e+04,1.983643531916211941e+04,-1.091863421078182364e+04,7.711940986783873996e+03,-4.758253188909893652e+03,-8.197404743135266472e+03,7.882554896481841752e+03,8.251024078883194306e+03,-1.118321106126444283e+04,-3.758718504820064481e+03,1.774338693989743433e+03,1.155015585187930628e+04,1.038082894718359421e+04,-4.937319943826609233e+03,1.798989421241680975e+04,-1.766463624940971613e+03,-1.753866321509334512e+03,1.511044965254374802e+04,2.070026897158499196e+04,-7.733260580377227598e+03
4.359190664178844600e+04,1.434688734230448063e+04,-1.142652464260365196e+04,7.724066421427289242e+03,-4.750498362402272505e+03,-8.421090258551248553e+03,6.139806296971670236e+03,1.075840582695290323e+04,-1.181060583232775207e+04,-3.350159009524848443e+03,3.359636433711908012e+03,7.977999419180980112e+03,1.038266685486003735e+04,-3.526722755485082416e+03,1.847076568768310972e+04,-1.965811434356813606e+03,-1.843779168526813010e+03,1.646705792630741780e+04,2.220384861163722235e+04,-7.924159793159587934e+03
