0.000000000000000000e+00,3.465813749683282367e+04,3.524173035021856776e+04,3.142834139484199477e+04,3.298788749732165888e+04,3.024742760987911970e+04,2.859497592250660455e+04,3.061505984202531909e+04,3.391867182888152456e+04,2.947842447044916480e+04,3.134089642772073785e+04,3.439517086662149813e+04,3.247114501907854356e+04,3.340991091357704863e+04,3.070900472705720676e+04,2.939868497595290319e+04,3.656575819130858872e+04,2.947282241013195380e+04,3.218864984842059857e+04,3.360877829254307289e+04,3.105223475521629371e+04,4.992688127430106397e+04,3.454334367602613202e+04,2.858320448678605317e+04,3.246627444467511305e+04,3.961158483869909833e+04,3.012210623697435585e+04,3.628792156501424324e+04,3.604372576569640660e+04,3.839720029349653487e+04,3.647014676635407523e+04,3.013473337260968037e+04,4.360651529527430830e+04,4.499141002454082627e+04,3.588974533275913564e+04,3.058974942142006694e+04,4.621280782324528991e+04,3.104565421898521163e+04,3.718817856835914426e+04,3.105424016488959023e+04
3.465813749683282367e+04,0.000000000000000000e+00,1.997237670466018244e+04,1.755959697987342588e+04,1.953244751107496995e+04,1.672422304158186307e+04,1.917560378504531764e+04,2.871474271731768022e+04,2.152191900148183049e+04,2.485630050263671365e+04,2.046808173278302638e+04,2.213729994993659420e+04,1.508453260755596784e+04,1.633304982179401304e+04,1.978306924585715024e+04,1.918169293843716514e+04,1.881107144230114864e+04,2.282080864646488044e+04,1.830800065332353188e+04,1.688214874292532477e+04,1.715398807865756316e+04,2.649679929972167520e+04,2.304699562107032034e+04,2.035708209715019620e+04,2.044653371169142702e+04,2.362690003947133664e+04,1.722686201219997020e+04,1.952488640188325007e+04,1.770342842119637135e+04,1.770816729394360664e+04,1.351806943049004803e+04,1.836472061876400039e+04,2.329606313262674303e+04,1.984564405455357337e+04,1.937703653482624941e+04,1.662674535939760972e+04,2.449793058061036936e+04,1.988195485134459159e+04,1.902872773655080891e+04,1.991533977836935446e+04
3.524173035021856776e+04,1.997237670466018244e+04,0.000000000000000000e+00,1.593282269645928682e+04,1.484408675132201643e+04,1.639110725467316297e+04,1.504871509266356952e+04,2.459903654261702104e+04,1.568711628961769748e+04,1.912049924296784229e+04,1.629288226723082698e+04,1.753473613891838977e+04,1.569840019560327710e+04,1.564649899301665027e+04,1.863028252873340534e+04,1.965980685606524639e+04,1.691667279179569232e+04,1.718108464980422650e+04,1.560555199757215269e+04,1.737280469171738878e+04,1.398059284978583491e+04,3.340056232348015328e+04,1.666504025095916586e+04,2.392639490080375617e+04,1.434298365586023101e+04,1.632742141844017533e+04,1.587479873007310925e+04,1.713071502260527632e+04,1.950584710242837173e+04,2.003165105195487558e+04,1.891738138265840462e+04,1.591933787515522454e+04,2.823135322370229187e+04,2.864380875157379705e+04,1.514796567032075291e+04,1.853903824640909806e+04,2.439579374644257405e+04,1.418273218521369017e+04,2.066823575601487755e+04,1.533988192295811496e+04
3.142834139484199477e+04,1.755959697987342588e+04,1.593282269645928682e+04,0.000000000000000000e+00,1.560008461281061136e+04,1.354705544889839985e+04,1.532514358631710638e+04,2.255408977279059764e+04,1.407725465457375140e+04,1.864554782765485288e+04,1.506691603832428154e+04,1.815837895737928557e+04,1.379637772159554152e+04,1.602821809112020856e+04,1.462050082670506890e+04,1.585220365318772565e+04,1.956871917060750638e+04,1.462433074239167036e+04,1.497861108882266490e+04,1.593973714613682387e+04,1.249376341500611125e+04,3.599171797963329300e+04,1.547066118796185947e+04,2.080986720693503230e+04,1.390595050564394660e+04,2.027411103806590836e+04,1.363923642347127861e+04,1.733842641367337274e+04,1.835982597896676816e+04,2.052188307000089117e+04,2.026397861906950857e+04,1.585507280533874291e+04,2.998594236215267301e+04,2.971661841564879433e+04,1.816377631948114504e+04,1.639802910370818790e+04,2.758212845136436590e+04,1.407569014678014355e+04,2.065158646853233950e+04,1.585928689922310150e+04
3.298788749732165888e+04,1.953244751107496995e+04,1.484408675132201643e+04,1.560008461281061136e+04,0.000000000000000000e+00,1.233581188319692592e+04,1.685267344077413509e+04,2.317206179430920383e+04,1.374078665994412586e+04,1.836802424649579189e+04,1.926188293067780614e+04,1.512027996024203640e+04,1.359167744895629039e+04,1.539236584866002886e+04,1.692313948604789039e+04,1.866901757959409952e+04,1.939742836115237515e+04,1.507916086155108314e+04,1.739812177236694697e+04,1.833784930937962417e+04,1.218991801971685163e+04,3.596171060863960884e+04,1.555162212591747084e+04,2.220454668229995150e+04,1.387828573761643747e+04,2.073277575713719853e+04,1.530598396548594064e+04,2.117593180091766044e+04,2.136034520227435496e+04,1.845118411842803471e+04,1.814682507220758271e+04,1.487275596001391023e+04,2.898136096671999621e+04,3.012968513220534442e+04,1.528287951552162303e+04,1.559443090970106823e+04,2.859888997163885142e+04,1.401003901285081520e+04,2.249509292225725949e+04,1.519134297064118073e+04
3.024742760987911970e+04,1.672422304158186307e+04,1.639110725467316297e+04,1.354705544889839985e+04,1.233581188319692592e+04,0.000000000000000000e+00,1.569795792635038015e+04,2.332999282390880035e+04,1.446222722104187960e+04,2.021275455834397508e+04,1.775303996778710280e+04,1.853981551306049369e+04,1.305131411228755678e+04,1.684192166871962399e+04,1.434206493213318026e+04,1.610738886709042890e+04,2.010874454024146326e+04,1.482457702369621074e+04,1.507500115501463188e+04,1.559661048033038787e+04,1.077457600200359047e+04,3.478092766582690820e+04,1.705569516353825384e+04,1.976961064629852990e+04,1.566873527706545065e+04,2.261186841944630214e+04,1.585201241231444146e+04,2.094091149040897290e+04,1.920360966316875783e+04,1.927097891045703000e+04,1.766837240437528453e+04,1.569584102175108637e+04,2.780902248758348651e+04,2.864819761944419224e+04,1.605656413014824466e+04,1.400057836879074966e+04,2.916035585693435496e+04,1.455551177688979806e+04,2.203994939140628048e+04,1.522292884391214830e+04
2.859497592250660455e+04,1.917560378504531764e+04,1.504871509266356952e+04,1.532514358631710638e+04,1.685267344077413509e+04,1.569795792635038015e+04,0.000000000000000000e+00,2.055290710305480752e+04,1.680497362364862420e+04,1.893824901194226550e+04,1.425954096605514496e+04,1.824448561124457774e+04,1.554274853477896067e+04,1.641082826016806212e+04,1.627852364368417875e+04,1.577429404059168155e+04,1.781843410589688210e+04,1.573880836429511146e+04,1.439049296075537131e+04,1.714714488615691153e+04,1.463585658474438060e+04,3.537761714457288326e+04,1.716695503988855125e+04,1.906365887462855244e+04,1.512278779715951896e+04,1.985849865418714035e+04,1.468015659169661012e+04,1.707035343134454888e+04,1.878765484088782614e+04,2.099958808951019819e+04,2.021410654379653715e+04,1.429299813817987524e+04,2.859779148439417258e+04,2.983710580954408579e+04,1.825683923820722339e+04,1.533439251463793698e+04,2.683461765769923295e+04,1.364908713737454491e+04,2.047055927201871236e+04,1.563327829521367312e+04
3.061505984202531909e+04,2.871474271731768022e+04,2.459903654261702104e+04,2.255408977279059764e+04,2.317206179430920383e+04,2.332999282390880035e+04,2.055290710305480752e+04,0.000000000000000000e+00,2.435365350722514631e+04,1.990876157890606919e+04,1.974171039565517640e+04,2.392410795235419937e+04,2.481079282702564888e+04,2.599696318222577611e+04,2.297659966815931330e+04,2.127922892670942019e+04,2.815633534455654080e+04,1.849667153634560964e+04,2.429946635242114644e+04,2.650869496701091703e+04,2.268278443851142220e+04,4.659982136984335375e+04,2.366534725819155210e+04,2.105205062395630739e+04,2.243886471491147313e+04,3.114057482498602985e+04,2.237983526540073944e+04,2.594791742356271425e+04,2.887791480316409798e+04,2.987150780905222928e+04,3.178365713172276446e+04,2.028161830636459126e+04,3.762672274540394574e+04,4.093708529934912804e+04,2.607942876748559502e+04,2.364050986039532654e+04,3.972037953130210371e+04,2.127635183139651053e+04,2.996777733748582978e+04,2.083848959673963691e+04
3.391867182888152456e+04,2.152191900148183049e+04,1.568711628961769748e+04,1.407725465457375140e+04,1.374078665994412586e+04,1.446222722104187960e+04,1.680497362364862420e+04,2.435365350722514631e+04,0.000000000000000000e+00,1.757286723134155909e+04,1.752016287903000193e+04,1.428832907182898271e+04,1.404059210153876120e+04,1.567004578155904346e+04,1.520842039163283880e+04,1.788383848680611482e+04,1.863076633614909224e+04,1.386649746810050965e+04,1.582537302407575226e+04,1.838057764850187959e+04,1.318158375872970100e+04,3.658486236289349472e+04,1.195520679764862871e+04,2.226405169134475000e+04,1.092510712823190988e+04,1.877652796142334046e+04,1.467934359116784799e+04,1.812619028748397977e+04,1.956146760621091016e+04,1.994687191075753435e+04,2.008316817263998018e+04,1.804868332955062215e+04,3.016048395279229226e+04,3.173966857292536952e+04,1.724698753675710395e+04,1.843522257124668249e+04,2.743849403188500946e+04,1.354176939467169359e+04,2.120001396956964163e+04,1.499349220706965389e+04
2.947842447044916480e+04,2.485630050263671365e+04,1.912049924296784229e+04,1.864554782765485288e+04,1.836802424649579189e+04,2.021275455834397508e+04,1.893824901194226550e+04,1.990876157890606919e+04,1.757286723134155909e+04,0.000000000000000000e+00,1.671177381868277371e+04,1.881296619433572778e+04,2.000352698883840276e+04,2.035412425462137253e+04,2.096856025948293245e+04,1.894155427563706326e+04,2.264361373474430002e+04,1.654468447072303024e+04,1.904281760098962332e+04,2.153917490443720817e+04,1.887923021088468158e+04,4.163728387051825848e+04,1.891562070535630482e+04,2.165948250077967532e+04,1.786209285285400256e+04,2.554698649658014256e+04,1.690986518973945931e+04,2.011119631017842767e+04,2.451629817623955751e+04,2.467005336803818136e+04,2.661236087365074491e+04,1.953124228704982306e+04,3.530078337128033309e+04,3.611516900583622919e+04,2.091380113657895345e+04,2.083501057352156568e+04,3.321388694263029174e+04,1.848446269435736031e+04,2.603531930744183410e+04,1.630825891376799154e+04
